Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Disease	C0027051	Myocardial Infarction	DisGeNET BeFree	1.825E-5	1.139E-1	3.079E-3	2.868E-2	45	1582	CDKN2A,DDAH1,ACACB,ESR1,F2R,TENM2,SLC25A37,ALCAM,MMP2,FST,JCAD,TNC,NOX4,MIR100,AKAP12,SLC6A6,IGFBP3,VCAN,PDE5A,FYN,PROS1,PROX1,CYP1B1,MASP1,PLB1,AKR1D1,BCL2,MPRIP,NRP1,STIM1,PXDN,C9,NT5E,CASP7,CASP8,GPR166P,ADTRP,EDN1,EDNRA,LIPA,THBS4,ANGPTL2,LRRFIP1,SMAD3,SMAD7
Disease	C0349566	Squamous cell carcinoma of tongue	DisGeNET BeFree	1.912E-5	1.194E-1	3.081E-3	2.870E-2	20	459	CDKN2A,ABL1,MTUS1,MLH1,MMP2,FHL2,FNDC3B,TNC,NOX4,POU5F1,OSR1,MYC,BCL2,ITGB5,NRP1,LAMC2,FMNL3,LOXL2,EPAS1,SMAD3
Disease	C0235782	Gallbladder Carcinoma	DisGeNET BeFree	1.925E-5	1.202E-1	3.081E-3	2.870E-2	21	498	CDKN2A,ESR1,MBD1,MLH1,ALCAM,MMP2,FOXL1,ANXA2,POU5F1,FOXP1,MYC,CYP1B1,BCL2,PVT1,NT5E,CASP8,RNASEL,SNORA74B,SMAD3,SMAD7,PLCE1
Disease	C0282612	Prostatic Intraepithelial Neoplasias	DisGeNET BeFree	2.007E-5	1.253E-1	3.132E-3	2.918E-2	13	214	CDKN2A,MMP2,ANXA2,AKAP12,IGFBP3,MICAL2,FYN,PROS1,MYC,BCL2,GLIPR1,DPT,TGFB2
Disease	C0011881	Diabetic Nephropathy	DisGeNET BeFree	2.146E-5	1.340E-1	3.197E-3	2.978E-2	35	1109	CDKN2A,DDAH1,ACACB,ESR1,F2R,ACKR2,ALCAM,CMKLR1,MMP2,FHL2,FST,SMURF2,COL6A3,COL8A1,NOX4,IGFBP3,VCAN,FOXP1,PDE5A,PROS1,LINC00968,PLB1,BCL2,MPRIP,STIM1,SOCS2,PVT1,EDN1,TGFB2,ANGPTL2,LOXL2,LTBP1,DSEL,SMAD3,SMAD7
Disease	C0221290	Chondromyxoid fibroma	DisGeNET BeFree	2.151E-5	1.343E-1	3.197E-3	2.978E-2	4	12	CDKN2A,ALCAM,COL12A1,VCAN
Disease	C0026618	Dental Fluorosis, Acquired	DisGeNET BeFree	2.619E-5	1.635E-1	3.535E-3	3.293E-2	7	59	CDKN2A,ESR1,MLH1,COL14A1,MMP2,BCL2,SMAD3
Disease	C3714758	Juvenile psoriatic arthritis	DisGeNET Curated	2.661E-5	1.661E-1	3.535E-3	3.293E-2	10	131	MAP2,FOXP1,MAML2,PROS1,TTLL5,ITGB5,STIM1,BTG3,AOPEP,SMAD3
Disease	C4704862	Polyarthritis, Juvenile, Rheumatoid Factor Positive	DisGeNET Curated	2.661E-5	1.661E-1	3.535E-3	3.293E-2	10	131	MAP2,FOXP1,MAML2,PROS1,TTLL5,ITGB5,STIM1,BTG3,AOPEP,SMAD3
Disease	C4552091	Polyarthritis, Juvenile, Rheumatoid Factor Negative	DisGeNET Curated	2.661E-5	1.661E-1	3.535E-3	3.293E-2	10	131	MAP2,FOXP1,MAML2,PROS1,TTLL5,ITGB5,STIM1,BTG3,AOPEP,SMAD3
Disease	C3495559	Juvenile arthritis	DisGeNET Curated	2.661E-5	1.661E-1	3.535E-3	3.293E-2	10	131	MAP2,FOXP1,MAML2,PROS1,TTLL5,ITGB5,STIM1,BTG3,AOPEP,SMAD3
Disease	C0862030	Precursor B-lymphoblastic lymphoma/leukemia	DisGeNET BeFree	2.912E-5	1.818E-1	3.787E-3	3.528E-2	5	25	CDKN2A,ABL1,FOXP1,MYC,BCL2
Disease	C0235833	Congenital diaphragmatic hernia	DisGeNET BeFree	2.987E-5	1.864E-1	3.805E-3	3.545E-2	11	161	ESR1,MMP2,CHMP2B,RGMA,NFATC2,CRISPLD2,EDN1,EDNRA,TGFB2,DSEL,EPAS1
Disease	C0220668	Congenital contractural arachnodactyly	DisGeNET BeFree	3.299E-5	2.059E-1	4.119E-3	3.837E-2	22	557	CDKN2A,F2R,PKD2,UNG,ALDH1A3,COL6A3,PPFIBP2,POU5F1,PDGFD,MYC,ZNF423,BCL2,NRP1,PDLIM3,PVT1,TCF21,CASP8,LAMC2,TGFB2,LOXL2,EMP1,LUM
Disease	C0848548	hypertensive nephropathy	DisGeNET BeFree	3.418E-5	2.133E-1	4.141E-3	3.858E-2	6	42	FHL2,SMURF2,NT5E,EPAS1,SMAD3,SMAD7
Disease	C0087031	Juvenile-Onset Still Disease	DisGeNET Curated	3.450E-5	2.153E-1	4.141E-3	3.858E-2	10	135	MAP2,FOXP1,MAML2,PROS1,TTLL5,ITGB5,STIM1,BTG3,AOPEP,SMAD3
Disease	C0751606	Adult Acute Lymphocytic Leukemia	DisGeNET BeFree	3.545E-5	2.213E-1	4.175E-3	3.890E-2	29	860	CDKN2A,ABL1,RIN2,MLH1,UNG,ANXA2,POU5F1,MIR100,IGFBP3,SEPTIN11,FOXP1,MYC,WBP1L,BCL2,MAP3K12,MPRIP,NRP1,NFATC2,PVT1,SLX4IP,NNMT,NT5E,SYNE1,AFF3,CASP8,LAMC2,EDNRA,LIPA,SMAD7
Disease	C0265110	Cerebral Vasospasm	DisGeNET BeFree	3.923E-5	2.449E-1	4.534E-3	4.224E-2	6	43	PKD2,TNC,STIM1,LAMC2,EDN1,EDNRA
Disease	C0023890	Liver Cirrhosis	DisGeNET BeFree	4.236E-5	2.644E-1	4.808E-3	4.479E-2	34	1099	CDKN2A,DDAH1,TRIO,ESR1,MATN2,MMP2,FHL2,FST,SMURF2,TNC,ANXA2,NOX4,CHMP2B,IGFBP3,FOXP1,PDE5A,PROS1,PROX1,MYC,PLB1,BCL2,NRP1,PDLIM3,SULF1,NT5E,RTN4,EDN1,EDNRA,LIPA,THBS4,ANGPTL2,PCSK7,LUM,EPAS1
Disease	C0014859	Esophageal Neoplasms	DisGeNET BeFree	4.366E-5	2.725E-1	4.867E-3	4.534E-2	35	1148	CDKN2A,ABL1,F2R,TENM2,SLC25A37,MLH1,UNG,ALCAM,MMP2,COL6A3,ANXA2,POU5F1,MIR100,AKAP12,IGFBP3,OSR1,ZFHX3,PROX1,MYC,CYP1B1,BCL2,MPRIP,NRP1,PVT1,BTG3,NPAS2,CRISPLD2,TCF21,CASP8,SLC44A1,ANGPTL2,LOXL2,EMP1,SMAD7,PLCE1
Disease	C0206638	Giant Cell Tumor of Bone	DisGeNET BeFree	4.498E-5	2.807E-1	4.925E-3	4.589E-2	9	112	ESR1,F2R,MMP2,ANXA2,MYC,DPT,TGFB2,LUM,SMAD3
Disease	C0549473	Thyroid carcinoma	DisGeNET BeFree	4.685E-5	2.924E-1	4.982E-3	4.641E-2	35	1152	CDKN2A,ABL1,ESR1,MLH1,UPP1,MMP2,HMGN4,CREB3L2,WIPF1,TNC,ANXA6,RGCC,NOX4,CCDC80,POU5F1,MIR100,VCAN,PDE5A,FYN,PROX1,MYC,BCL2,KSR1,FAM107B,NNMT,NOVA1,CASP8,GPR166P,EDN1,EDNRA,ANGPTL2,LOXL2,SPRY4,EPAS1,SMAD3
Disease	C0032131	Plasmacytoma	DisGeNET BeFree	4.709E-5	2.939E-1	4.982E-3	4.641E-2	10	140	CDKN2A,ABL1,MBD1,MLH1,SETBP1,FOXP1,MYC,BCL2,SOCS2,PVT1
Disease	C0035222	Respiratory Distress Syndrome, Adult	DisGeNET BeFree	5.492E-5	3.428E-1	5.673E-3	5.286E-2	17	378	KPNA6,LY96,MMP2,TNC,ANXA2,CARMIL1,NOX4,IGFBP3,MYC,CYP1B1,PLB1,TCF21,NT5E,EDN1,ANGPTL2,EPAS1,SMAD3
Disease	C0041956	Ureteral obstruction	DisGeNET BeFree	5.717E-5	3.568E-1	5.673E-3	5.286E-2	16	342	CDKN2A,ESR1,F2R,NOD1,FHL2,FST,TNC,RGCC,NOX4,CHMP2B,MPRIP,PXDN,TGFB2,IRAK3,SMAD3,SMAD7
Disease	C0278844	Childhood Immunoblastic Lymphoma	DisGeNET BeFree	5.726E-5	3.574E-1	5.673E-3	5.286E-2	4	15	CDKN2A,MLH1,MYC,BCL2
Disease	C0278763	Adult Immunoblastic Lymphoma	DisGeNET BeFree	5.726E-5	3.574E-1	5.673E-3	5.286E-2	4	15	CDKN2A,MLH1,MYC,BCL2
Disease	C0010054	Coronary Arteriosclerosis	DisGeNET BeFree	5.921E-5	3.696E-1	5.775E-3	5.380E-2	37	1262	CDKN2A,TRAF1,DDAH1,ACACB,ESR1,TRPS1,F2R,NOD1,ENTREP1,ACKR2,MMP2,JCAD,TNC,ANXA2,NOX4,PIAS1,IGFBP3,PDGFD,ZFHX3,PLB1,MAP3K7CL,BCL2,ZNF217,MPRIP,NNMT,TCF21,NT5E,ADTRP,EDN1,EDNRA,LIPA,THBS4,ANGPTL2,LTBP1,LUM,EPAS1,SMAD3
Disease	C0032927	Precancerous Conditions	DisGeNET BeFree	6.055E-5	3.779E-1	5.814E-3	5.417E-2	17	381	CDKN2A,ABL1,ESR1,MLH1,MMP2,FHL2,POU5F1,AKAP12,VCAN,MYC,CYP1B1,BCL2,DST,PVT1,SYNE1,LOXL2,SMAD3
Disease	C0011615	Dermatitis, Atopic	DisGeNET BeFree	6.216E-5	3.880E-1	5.852E-3	5.452E-2	24	666	ESR1,MBP,TLR6,NOD1,QPCT,ALCAM,COL6A3,TNC,ANXA6,RGCC,CCDC80,PIAS1,SETBP1,PLB1,BCL2,NRP1,CRISPLD2,RAB31,CASP8,EDN1,LOXL2,PCSK7,IRAK3,EPAS1
Disease	C0023267	Fibroid Tumor	DisGeNET Curated	6.281E-5	3.921E-1	5.852E-3	5.452E-2	3	6	ESR1,INHBA,SMAD3
Disease	C0005967	Bone neoplasms	DisGeNET BeFree	6.719E-5	4.194E-1	6.168E-3	5.746E-2	10	146	CDKN2A,ESR1,LYST,QPCT,MMP2,FHL2,POU5F1,PDGFD,PDLIM3,NFATC2
Disease	C0040136	Thyroid Neoplasm	DisGeNET BeFree	7.152E-5	4.464E-1	6.470E-3	6.027E-2	33	1081	CDKN2A,ESR1,MBD1,MLH1,UPP1,ALCAM,MMP2,HMGN4,CREB3L2,WIPF1,TNC,ANXA6,RGCC,NOX4,CCDC80,POU5F1,MIR100,PDE5A,FYN,PROX1,MYC,BCL2,KSR1,NNMT,NOVA1,CASP8,GPR166P,EDN1,EDNRA,ANGPTL2,LOXL2,SPRY4,SMAD3
Disease	C0036690	Septicemia	DisGeNET BeFree	7.806E-5	4.873E-1	6.847E-3	6.379E-2	37	1279	DDAH1,LY96,TLR6,F2R,SLC25A37,NOD1,QPCT,UPP1,ACKR2,MMP2,FST,TNC,NOX4,SETBP1,SENP6,PROS1,MYC,MASP1,PLB1,PANX1,BCL2,ITGB5,NRP1,SULF1,PVT1,JAM3,CRISPLD2,TCF21,NT5E,CASP8,LAMC2,GPR166P,EDN1,EDNRA,PCSK7,IRAK3,SMAD3
Disease	C0023452	Childhood Acute Lymphoblastic Leukemia	DisGeNET BeFree	7.810E-5	4.875E-1	6.847E-3	6.379E-2	33	1086	CDKN2A,ABL1,ESR1,TLR6,F2R,RIN2,MLH1,UNG,MMP2,ANXA2,POU5F1,MIR100,IGFBP3,SEPTIN11,FOXP1,MYC,WBP1L,BCL2,MAP3K12,MPRIP,NRP1,NFATC2,PVT1,SLX4IP,NNMT,NT5E,SYNE1,AFF3,CASP8,LAMC2,EDNRA,LIPA,SMAD7
Disease	C0086692	Benign Neoplasm	DisGeNET BeFree	7.987E-5	4.985E-1	6.847E-3	6.379E-2	15	315	CDKN2A,ESR1,ADH6,MLH1,TNC,ANXA2,MED15,PPP2R1B,IGFBP3,PROS1,MYC,BCL2,BTG3,EDN1,EDNRA
Disease	C0156344	Endometriosis of ovary	DisGeNET BeFree	8.008E-5	4.999E-1	6.847E-3	6.379E-2	7	70	ESR1,MLH1,MMP2,FST,POU5F1,MYC,TCF21
Disease	C0007115	Malignant neoplasm of thyroid	DisGeNET BeFree	8.388E-5	5.236E-1	7.075E-3	6.592E-2	30	949	CDKN2A,ESR1,MLH1,UPP1,MMP2,HMGN4,CREB3L2,WIPF1,TNC,ANXA6,RGCC,NOX4,CCDC80,POU5F1,MIR100,FYN,PROX1,MYC,BCL2,KSR1,FAM107B,NNMT,NOVA1,CASP8,GPR166P,EDN1,ANGPTL2,LOXL2,SPRY4,SMAD3
Disease	C0013595	Eczema	DisGeNET BeFree	8.572E-5	5.350E-1	7.134E-3	6.646E-2	24	680	MBP,TLR6,QPCT,ALCAM,COL6A3,WIPF1,TNC,ANXA6,RGCC,CCDC80,PIAS1,SETBP1,MYC,PLB1,BCL2,NRP1,CRISPLD2,RAB31,CASP8,EDN1,TGFB2,PCSK7,IRAK3,EPAS1
Disease	C0007104	Female Breast Carcinoma	DisGeNET BeFree	8.772E-5	5.476E-1	7.205E-3	6.712E-2	7	71	ESR1,MLH1,MYC,CYP1B1,BCL2,ZNF217,TGFB2
Disease	C0243026	Sepsis	DisGeNET BeFree	9.397E-5	5.866E-1	7.618E-3	7.097E-2	38	1340	DDAH1,LY96,TLR6,F2R,SLC25A37,NOD1,QPCT,UPP1,ACKR2,MMP2,FST,TNC,NOX4,SLC20A2,SETBP1,SENP6,PROS1,MYC,MASP1,PLB1,PANX1,BCL2,ITGB5,NRP1,SULF1,PVT1,JAM3,CRISPLD2,TCF21,NT5E,CASP8,LAMC2,GPR166P,EDN1,EDNRA,PCSK7,IRAK3,SMAD3
Disease	C0014070	Encephalomyelitis	DisGeNET BeFree	9.618E-5	6.003E-1	7.697E-3	7.170E-2	28	864	CDKN2A,ESR1,MBP,NOD1,ACKR2,ALCAM,CMKLR1,MMP2,TNC,RGCC,FOXP1,PDE5A,PLB1,PANX1,BCL2,SIRPA,MAST2,NRP1,SOCS2,RGMA,NT5E,CASP8,LAMC2,GPR166P,EDN1,TGFB2,IRAK3,SMAD7
Disease	C0151650	Renal fibrosis	DisGeNET BeFree	9.887E-5	6.171E-1	7.812E-3	7.278E-2	21	558	DDAH1,ABL1,LY96,PKD2,ACKR2,MMP2,SMURF2,TNC,RGCC,NOX4,GPR84,BCL2,PXDN,NT5E,EDN1,TGFB2,ANGPTL2,LOXL2,EPAS1,SMAD3,SMAD7
Disease	C0206647	Dermatofibrosarcoma	DisGeNET BeFree	1.014E-4	6.328E-1	7.910E-3	7.369E-2	5	32	ESR1,COL6A3,VCAN,PDGFD,MAP3K7CL
Disease	C1519670	Tumor Angiogenesis	DisGeNET BeFree	1.031E-4	6.438E-1	7.948E-3	7.405E-2	27	822	CDKN2A,ESR1,F2R,PKD2,MMP2,FST,TNC,ANXA2,ANXA6,POU5F1,IGFBP3,VCAN,PDGFD,MYC,BCL2,SIX4,ITGB5,NRP1,GPR166P,EDN1,EDNRA,THBS4,ANGPTL2,LOXL2,EPAS1,SMAD3,PLCE1
Disease	C0392514	Hereditary hemochromatosis	DisGeNET BeFree	1.079E-4	6.734E-1	8.019E-3	7.471E-2	13	252	CDKN2A,ABL1,POU5F1,CHMP2B,L3MBTL3,ZKSCAN8,BCL2,NRP1,GPR166P,EDNRA,TGFB2,PCSK7,SMAD7
Disease	C0009375	Colonic Neoplasms	DisGeNET BeFree	1.083E-4	6.763E-1	8.019E-3	7.471E-2	22	604	CDKN2A,ESR1,F2R,MLH1,UPP1,MMP2,ALDH1A3,RGCC,CCDC80,VCAN,FOXP1,PDE5A,ZFHX3,MYC,CYP1B1,PLB1,BCL2,ZNF217,DST,NFATC2,SULF1,EPAS1
Disease	C0042133	Uterine Fibroids	DisGeNET Curated	1.087E-4	6.786E-1	8.019E-3	7.471E-2	3	7	ESR1,INHBA,SMAD3
Disease	C0521158	Recurrent tumor	DisGeNET BeFree	1.092E-4	6.816E-1	8.019E-3	7.471E-2	25	735	CDKN2A,ESR1,F2R,MIR3658,MLH1,MMP2,DSE,TNC,POU5F1,MIR100,IGFBP3,PROS1,PROX1,MYC,CYP1B1,BCL2,SOCS2,PVT1,NOVA1,GLIPR1,DPT,LAMC2,EDNRA,EPAS1,SMAD3
Disease	C1956346	Coronary Artery Disease	DisGeNET BeFree	1.153E-4	7.195E-1	8.367E-3	7.795E-2	41	1504	CDKN2A,DDAH1,ACACB,ESR1,TRPS1,F2R,SVEP1,NOD1,ENTREP1,COL14A1,ACKR2,ALCAM,MMP2,FST,JCAD,TNC,ANXA2,NOX4,IGFBP3,PDGFD,ZFHX3,LINC00968,PLB1,MAP3K7CL,BCL2,ZNF217,MPRIP,NNMT,TCF21,NT5E,RTN4,CASP8,ADTRP,EDN1,EDNRA,LIPA,THBS4,ANGPTL2,LTBP1,LUM,SMAD3
Disease	C0178664	Glomerulosclerosis (disorder)	DisGeNET BeFree	1.216E-4	7.590E-1	8.724E-3	8.128E-2	11	188	CDKN2A,MMP2,TNC,VCAN,BCL2,NRP1,MAGI2,EDN1,LOXL2,SMAD3,SMAD7
Disease	C0340629	Aortic aneurysm without mention of rupture NOS	DisGeNET BeFree	1.230E-4	7.679E-1	8.726E-3	8.129E-2	8	100	CDKN2A,SLC25A37,MMP2,TNC,NOX4,PDGFD,TGFB2,SMAD3
Disease	C1837218	Cleft palate, isolated	DisGeNET BeFree	1.312E-4	8.191E-1	9.203E-3	8.574E-2	13	257	ABL1,ESR1,MMP2,MN1,FOXP1,BCL2,PDLIM3,CRISPLD2,NT5E,EDN1,TGFB2,SMAD3,SMAD7
Disease	C2363973	Chronic thromboembolic pulmonary hypertension	DisGeNET BeFree	1.354E-4	8.451E-1	9.390E-3	8.748E-2	7	76	F2R,MMP2,NOX4,PDE5A,BCL2,DST,EDN1
Disease	C0009402	Colorectal Carcinoma	DisGeNET Curated	1.391E-4	8.680E-1	9.539E-3	8.887E-2	24	702	MAP2,LY96,VSTM4,MLH1,UNG,MMP2,AKAP12,PPP2R1B,IGFBP3,PDGFD,SETBP1,PROS1,MYC,CYP1B1,ADAM19,BCL2,ZNF217,SACS,SYNE1,RTN4,CASP8,DSEL,SMAD3,SMAD7
Disease	C0022661	Kidney Failure, Chronic	DisGeNET BeFree	1.421E-4	8.869E-1	9.637E-3	8.978E-2	23	659	ESR1,TRPS1,PKD2,ACKR2,MMP2,WIPF1,NOX4,IGFBP3,PLB1,BCL2,SOCS2,RGMA,PVT1,TCF21,AFF3,EDN1,EDNRA,TGFB2,PCSK7,LUM,EPAS1,SMAD3,PLCE1
Disease	C2145472	Urothelial Carcinoma	DisGeNET BeFree	1.436E-4	8.962E-1	9.637E-3	8.978E-2	18	449	CDKN2A,ESR1,TLR6,MLH1,MMP2,TNC,POU5F1,PIAS1,MIR100,MYC,CYP1B1,INHBA,BCL2,SULF1,PVT1,TGFB2,LUM,SMAD3
Disease	C3693482	Giant Cell Fibroblastoma	DisGeNET BeFree	1.471E-4	9.179E-1	9.697E-3	9.034E-2	7	77	CDKN2A,ESR1,COL6A3,VCAN,PDGFD,MAP3K7CL,GPR166P
Disease	C0004763	Barrett Esophagus	DisGeNET BeFree	1.476E-4	9.212E-1	9.697E-3	9.034E-2	18	450	CDKN2A,ESR1,F2R,RIN2,MLH1,MMP2,FNDC3B,TNC,POU5F1,AKAP12,IGFBP3,FOXP1,MYC,BCL2,ZNF217,PVT1,C9,EDN1
Disease	C0035435	Rheumatism	DisGeNET BeFree	1.533E-4	9.566E-1	9.965E-3	9.284E-2	11	193	TRAF1,CMKLR1,INHBA,NRP1,BTG3,NT5E,GPR166P,EDNRA,IRAK3,EMP1,LUM
Disease	C0014175	Endometriosis	DisGeNET BeFree	1.571E-4	9.805E-1	1.011E-2	9.417E-2	31	1031	CDKN2A,MAP2,ESR1,F2R,NOD1,MLH1,MMP2,FST,TNC,ANXA2,CCDC80,POU5F1,MIR100,IGFBP3,FOXP1,MYC,CYP1B1,GATM,BCL2,ZNF217,SIRPA,CRISPLD2,TCF21,NT5E,SYNE1,LAMC2,EDN1,EDNRA,TGFB2,VPS53,SMAD3
Disease	C0392784	Dermatofibrosarcoma Protuberans	DisGeNET BeFree	1.595E-4	9.958E-1	1.016E-2	9.467E-2	7	78	CDKN2A,ESR1,COL6A3,VCAN,PDGFD,MAP3K7CL,GPR166P
Disease	C0008479	Chondrosarcoma	DisGeNET BeFree	1.614E-4	1.000E0	1.018E-2	9.483E-2	16	374	CDKN2A,MAP2,ESR1,TLR6,MMP2,TNC,MIR100,IGFBP3,VCAN,MYC,BCL2,NFATC2,CASP7,EDN1,TGFB2,EPAS1
Disease	C0153633	Malignant neoplasm of brain	DisGeNET BeFree	1.649E-4	1.000E0	1.029E-2	9.588E-2	13	263	CDKN2A,MBP,MMP2,ALDH1A3,ANXA2,POU5F1,PDGFD,MYC,BCL2,SULF1,GLIPR1,CAPZB,SPRY4
Disease	C0010346	Crohn Disease	DisGeNET BeFree	1.677E-4	1.000E0	1.036E-2	9.655E-2	34	1180	CDKN2A,ESR1,LY96,TLR6,F2R,NOD1,MLH1,ACKR2,MMP2,TNC,ANXA2,POU5F1,IGFBP3,PROX1,MYC,PLB1,TTLL5,SLCO3A1,PANX1,BCL2,MPRIP,MAGI2,NFATC2,ARHGEF28,TCF21,NT5E,LAMB1,CASP8,MED13L,TGFB2,LOXL2,IRAK3,SMAD3,SMAD7
Disease	C0003486	Aortic Aneurysm	DisGeNET BeFree	1.709E-4	1.000E0	1.038E-2	9.673E-2	12	229	CDKN2A,ESR1,SLC25A37,MMP2,TNC,NOX4,PDGFD,OSR1,EDN1,TGFB2,ANGPTL2,SMAD3
Disease	C0206698	Cholangiocarcinoma	DisGeNET BeFree	1.713E-4	1.000E0	1.038E-2	9.673E-2	27	848	CDKN2A,ESR1,F2R,PKD2,MLH1,ALCAM,MMP2,ALDH1A3,TNC,ANXA2,PPFIBP2,POU5F1,PDGFD,ZFHX3,PROX1,MYC,ZNF423,BCL2,NRP1,MAGI2,PVT1,TCF21,NT5E,LAMC2,EDN1,TGFB2,LOXL2
Disease	C0008497	Choriocarcinoma	DisGeNET BeFree	1.749E-4	1.000E0	1.050E-2	9.778E-2	17	416	CDKN2A,ESR1,F2R,RIN2,MMP2,FST,POU5F1,VCAN,MYC,CYP1B1,BCL2,PDLIM3,CASP8,EDN1,EDNRA,EPAS1,SMAD3
Disease	C0153392	Malignant neoplasm of nasopharynx	DisGeNET BeFree	1.798E-4	1.000E0	1.069E-2	9.959E-2	9	134	CDKN2A,MMP2,ANXA2,MIR100,BCL2,PVT1,NNMT,NPAS2,SMAD3
Disease	C0036421	Systemic Scleroderma	DisGeNET BeFree	2.043E-4	1.000E0	1.203E-2	1.121E-1	28	904	CDKN2A,ABL1,ESR1,MBD1,F2R,MMP2,SMURF2,TNC,CARMIL1,RGCC,NOX4,ST3GAL1,IGFBP3,PDE5A,MYC,BCL2,ITGB5,NRP1,MAGI2,BTG3,SYNE1,CNTRL,EDN1,EDNRA,TGFB2,LOXL2,SMAD3,SMAD7
Disease	C0238301	Cancer of Nasopharynx	DisGeNET BeFree	2.125E-4	1.000E0	1.239E-2	1.154E-1	9	137	CDKN2A,MMP2,ANXA2,MIR100,BCL2,PVT1,NNMT,NPAS2,SMAD3
Disease	C0002448	Ameloblastoma	DisGeNET BeFree	2.144E-4	1.000E0	1.239E-2	1.154E-1	10	168	CDKN2A,MLH1,QPCT,MMP2,TNC,POU5F1,MYC,BCL2,CASP8,TGFB2
Disease	C1629504	Atypical Burkitt's lymphoma	DisGeNET BeFree	2.234E-4	1.000E0	1.265E-2	1.178E-1	2	2	MYC,BCL2
Disease	C0334291	tubular adenomas and adenocarcinomas	DisGeNET BeFree	2.234E-4	1.000E0	1.265E-2	1.178E-1	2	2	CDKN2A,MLH1
Disease	C0005411	Biliary Atresia	DisGeNET BeFree	2.249E-4	1.000E0	1.265E-2	1.178E-1	10	169	MBD1,MMP2,ANXA2,IGFBP3,ITGB5,LAMC2,TGFB2,LOXL2,EPAS1,SMAD3
Disease	C0206660	Germinoma	DisGeNET BeFree	2.350E-4	1.000E0	1.309E-2	1.220E-1	5	38	CDKN2A,POU5F1,CASP8,LAMC2,TGFB2
Disease	C4520983	Congenital atresia of extrahepatic bile duct	DisGeNET BeFree	2.474E-4	1.000E0	1.366E-2	1.273E-1	10	171	MBD1,MMP2,ANXA2,IGFBP3,ITGB5,LAMC2,TGFB2,LOXL2,EPAS1,SMAD3
Disease	C0271183	Severe myopia	DisGeNET BeFree	2.777E-4	1.000E0	1.521E-2	1.417E-1	9	142	ESR1,MIPEP,MMP2,COL8A1,IGFBP3,SNTB1,LAMA2,TGFB2,LUM
Disease	C1336538	Supratentorial Embryonal Tumor, Not Otherwise Specified	DisGeNET BeFree	2.827E-4	1.000E0	1.521E-2	1.417E-1	4	22	CDKN2A,BCL2,MPRIP,CASP8
Disease	C1370419	Ovarian Granulosa Cell Tumor	DisGeNET BeFree	2.827E-4	1.000E0	1.521E-2	1.417E-1	4	22	FHL2,FST,BCL2,CASP8
Disease	C0007140	Carcinosarcoma	DisGeNET BeFree	2.934E-4	1.000E0	1.564E-2	1.457E-1	7	86	CDKN2A,ESR1,F2R,MLH1,MMP2,NOX4,BCL2
Disease	C0007112	Adenocarcinoma of prostate	DisGeNET BeFree	2.988E-4	1.000E0	1.564E-2	1.457E-1	14	317	CDKN2A,ESR1,TNC,IGFBP3,PLPP1,VCAN,FYN,PROS1,MYC,BCL2,SOCS2,SIN3B,DPT,EDN1
Disease	C1275122	Familial multiple trichoepitheliomata	DisGeNET BeFree	2.988E-4	1.000E0	1.564E-2	1.457E-1	14	317	CDKN2A,ESR1,RIN2,MLH1,AKAP12,IGFBP3,MYC,INHBA,BCL2,PVT1,BTG3,C9,CASP7,PLCE1
Disease	C0302180	Condyloma	DisGeNET BeFree	3.006E-4	1.000E0	1.564E-2	1.457E-1	5	40	CDKN2A,ESR1,TNC,PIAS1,SOCS2
Disease	C0017668	Focal glomerulosclerosis	DisGeNET BeFree	3.179E-4	1.000E0	1.640E-2	1.528E-1	12	245	PKD2,MMP2,COL8A1,ANK3,VCAN,PLB1,BCL2,SIRPA,LAMC2,EDN1,SMAD7,PLCE1
Disease	C1608408	Malignant transformation	DisGeNET BeFree	3.285E-4	1.000E0	1.681E-2	1.566E-1	30	1027	CDKN2A,ABL1,ESR1,F2R,SLC25A37,MLH1,QPCT,MMP2,ALDH1A3,FNDC3B,TNC,ANXA2,ANXA6,RGCC,POU5F1,MIR100,VCAN,FOXP1,ZFHX3,MAML2,MYC,CYP1B1,BCL2,PVT1,NPAS2,LAMC2,LOXL2,EPAS1,SMAD7,PLCE1
Disease	C0030848	Peyronie Disease	DisGeNET BeFree	3.383E-4	1.000E0	1.717E-2	1.599E-1	5	41	MMP2,PDE5A,LIPA,SMAD3,SMAD7
Disease	C0152018	Esophageal carcinoma	DisGeNET BeFree	3.439E-4	1.000E0	1.731E-2	1.613E-1	35	1277	CDKN2A,ABL1,ESR1,F2R,TENM2,MLH1,UNG,ALCAM,MMP2,COL6A3,ANXA2,POU5F1,MIR100,AKAP12,IGFBP3,OSR1,ZFHX3,PROX1,MYC,CYP1B1,BCL2,MPRIP,NRP1,PVT1,BTG3,NPAS2,CRISPLD2,TCF21,CASP8,SLC44A1,ANGPTL2,LOXL2,EMP1,SMAD7,PLCE1
Disease	C0242350	Erectile dysfunction	DisGeNET Curated	3.606E-4	1.000E0	1.786E-2	1.664E-1	3	10	BCL2,EDN1,EDNRA
Disease	C0005940	Bone Diseases	DisGeNET Curated	3.606E-4	1.000E0	1.786E-2	1.664E-1	3	10	CDKN2A,ESR1,MMP2
